match_id,home_team,away_team,st_home,goals_home,corners_home,st_away,goals_away,corners_away,st_avg,corners_avg,goals_avg,st_kpp,corner_kpp,goals_kpp,which_team,st_kpp_home,st_kpp_away,goals_kpp_home,goals_kpp_away,corner_kpp_home,corner_kpp_away,modified_result,final_result,home_kpp_score,away_kpp_score,normalized_home_kpp_score,normalized_away_kpp_score
104,Southampton,Leicester,1,1,0.764705882,0,0,0.235294118,1,0.764705882,1,0.777777778,0.494949495,1,Southampton,0.777777778,0.482142857,1,0,0.494949495,0.546345811,1,1,2.272727273,1.028488668,0.688451562581377,0.311548437418623
105,West Ham,Aston Villa,0.555555556,0.5,0.866666667,0.444444444,0.5,0.133333333,0.444444444,0.133333333,0.5,0.325,0.496031746,0.111111111,Aston Villa,0.453703704,0.325,0.638888889,0.111111111,0.366161616,0.496031746,0,0,1.458754209,0.932142857,0.610128403160624,0.389871596839376
106,Sunderland,Everton,0.3,0.5,0.555555556,0.7,0.5,0.444444444,0.7,0.444444444,0.5,0.672222222,0.40865235,0.694444444,Everton,0.444444444,0.672222222,0.25,0.694444444,0.3997669,0.40865235,0,0,1.094211344,1.775319016,0.38132070643086,0.61867929356914
107,Swansea,Arsenal,0.555555556,0.666666667,0.375,0.444444444,0.333333333,0.625,0.555555556,0.375,0.666666667,0.351190476,0.375,0.611111111,Swansea,0.351190476,0.727991453,0.611111111,0.833333333,0.375,0.815789474,1,1,1.337301587,2.37711426,0.360030121043149,0.639969878956851
108,Tottenham,Stoke,0.5,0.333333333,0.5,0.5,0.666666667,0.5,0.5,0.5,0.666666667,0.486111111,0.508838384,0.388888889,Stoke,0.581140351,0.486111111,0.4,0.388888889,0.718253968,0.508838384,0,-1,1.699394319,1.383838384,0.551172902825817,0.448827097174183
109,West Brom,Newcastle,0.4,0,0.636363636,0.6,1,0.363636364,0.6,0.363636364,1,0.583333333,0.510893246,0.888888889,Newcastle,0.332407407,0.583333333,0.666666667,0.888888889,0.313131313,0.510893246,0,-1,1.312205387,1.983115468,0.398202616600744,0.601797383399256
110,Arsenal,Man United,0.818181818,0.333333333,0.6875,0.181818182,0.666666667,0.3125,0.181818182,0.3125,0.666666667,0.573232323,0.486868687,0.5,Man United,0.64537037,0.573232323,0.777777778,0.5,0.690789474,0.486868687,0,-1,2.113937622,1.56010101,0.575371636974121,0.424628363025879
112,Everton,West Ham,0.571428571,0.666666667,0.166666667,0.428571429,0.333333333,0.833333333,0.428571429,0.833333333,0.333333333,0.416666667,0.460606061,0.555555556,West Ham,0.805555556,0.416666667,0.75,0.555555556,0.624338624,0.460606061,1,1,2.17989418,1.432828284,0.603393756847412,0.396606243152588
113,Leicester,Sunderland,0.444444444,0.5,0.4,0.555555556,0.5,0.6,0.555555556,0.6,0.5,0.516666667,0.403133903,0.416666667,Sunderland,0.398809524,0.516666667,0,0.416666667,0.487522282,0.403133903,0,0,0.886331806,1.336467237,0.398745810509151,0.601254189490849
114,Man City,Swansea,0.769230769,0.666666667,0.7,0.230769231,0.333333333,0.3,0.769230769,0.7,0.666666667,0.635185185,0.601010101,0.611111111,Man City,0.635185185,0.328042328,0.611111111,0.722222222,0.601010101,0.291666667,1,1,1.847306397,1.341931217,0.579231346353988,0.420768653646012
115,Newcastle,QPR,0.6,1,0.695652174,0.4,0,0.304347826,0.4,0.304347826,0,0.303703704,0.322222222,0.611111111,QPR,0.533333333,0.303703704,0.888888889,0.611111111,0.436026936,0.322222222,1,1,1.858249158,1.237037037,0.600348090913771,0.399651909086229
116,Stoke,Burnley,0.5,0.333333333,1,0.5,0.666666667,0,0.5,1,0.333333333,0.527777778,0.550505051,0.388888889,Stoke,0.527777778,0.405555556,0.388888889,0.416666667,0.550505051,0.494395712,0,-1,1.467171718,1.316617935,0.527041156438985,0.472958843561015
117,Crystal Palace,Liverpool,0.833333333,0.75,0.571428571,0.166666667,0.25,0.428571429,0.166666667,0.428571429,0.25,0.505291005,0.524074074,0.277777778,Liverpool,0.297222222,0.505291005,0.25,0.277777778,0.482051282,0.524074074,1,1,1.029273504,1.307142857,0.440535137992042,0.559464862007958
118,Hull,Tottenham,0.25,0.333333333,0.25,0.75,0.666666667,0.75,0.75,0.75,0.666666667,0.625,0.694444444,0.444444444,Tottenham,0.30952381,0.625,0.166666667,0.444444444,0.276010101,0.694444444,0,-1,0.752200578,1.763888888,0.298956212871009,0.701043787128991
119,Aston Villa,Southampton,0.2,0.5,0.2,0.8,0.5,0.8,0.2,0.2,0.5,0.389814815,0.35,0.277777778,Aston Villa,0.389814815,0.805555556,0.277777778,1,0.35,0.598336304,0,0,1.017592593,2.40389186,0.297412601745936,0.702587398254064
120,Burnley,Aston Villa,0.363636364,0.5,0.166666667,0.636363636,0.5,0.833333333,0.636363636,0.833333333,0.5,0.256481482,0.194444444,0.444444444,Aston Villa,0.461111111,0.256481482,0.555555556,0.444444444,0.309210526,0.194444444,0,0,1.325877193,0.89537037,0.596906538057955,0.403093461942045
121,Liverpool,Stoke,0.428571429,1,0.5,0.571428571,0,0.5,0.428571429,0.5,1,0.37037037,0.355820106,0.194444444,Liverpool,0.37037037,0.583333333,0.194444444,0.5,0.355820106,0.772727273,1,1,0.92063492,1.856060606,0.331557749627029,0.668442250372971
122,Man United,Hull,0.75,1,1,0.25,0,0,0.25,0,0,0.25,0.337121212,0.111111111,Hull,0.421717172,0.25,0.555555556,0.111111111,0.469823232,0.337121212,1,1,1.44709596,0.698232323,0.67453357673372,0.32546642326628
123,QPR,Leicester,0.545454546,0.6,0.6875,0.454545455,0.4,0.3125,0.454545455,0.3125,0.4,0.356481482,0.454188948,0.166666667,Leicester,0.303703704,0.356481482,0.277777778,0.166666667,0.312560387,0.454188948,1,1,0.894041869,0.977337097,0.477744959862929,0.522255040137071
124,Sunderland,Chelsea,0.333333333,0.5,0.2,0.666666667,0.5,0.8,0.666666667,0.8,0.5,0.777777778,0.816666667,0.777777778,Chelsea,0.576851852,0.777777778,0.583333333,0.777777778,0.436467237,0.816666667,0,0,1.596652422,2.372222223,0.402293487402397,0.597706512597603
125,Swansea,Crystal Palace,0.444444444,0.5,0.4,0.555555556,0.5,0.6,0.444444444,0.4,0.5,0.262108262,0.225,0.5,Swansea,0.262108262,0.375,0.5,0.333333333,0.225,0.561416361,0,0,0.987108262,1.269749694,0.437381652387874,0.562618347612126
126,West Brom,Arsenal,0.166666667,0,0.5,0.833333333,1,0.5,0.166666667,0.5,0,0.29537037,0.303030303,0.333333333,West Brom,0.29537037,0.70976431,0.333333333,0.555555556,0.303030303,0.753289474,0,-1,0.931734006,2.01860934,0.31580527983742,0.68419472016258
127,West Ham,Newcastle,0.75,1,0.75,0.25,0,0.25,0.25,0.25,0,0.566666667,0.612355438,1,Newcastle,0.411375661,0.566666667,0.444444444,1,0.627272727,0.612355438,1,1,1.483092832,2.179022105,0.404982600905188,0.595017399094812
128,Southampton,Man City,0.4,0,0.571428571,0.6,1,0.428571429,0.4,0.571428571,0,0.85,0.642780749,0.833333333,Southampton,0.85,0.706410256,0.833333333,0.722222222,0.642780749,0.612121212,0,-1,2.326114082,2.04075369,0.532673349285924,0.467326650714076
129,Tottenham,Everton,0.545454546,0.666666667,0.428571429,0.454545455,0.333333333,0.571428571,0.454545455,0.571428571,0.333333333,0.788888889,0.62962963,0.583333333,Everton,0.708333333,0.788888889,0.555555556,0.583333333,0.666666667,0.62962963,1,1,1.930555556,2.001851852,0.490934777529033,0.509065222470967
130,Burnley,Newcastle,0.333333333,0.5,0.285714286,0.666666667,0.5,0.714285714,0.666666667,0.714285714,0.5,0.483333333,0.436429513,0.666666667,Newcastle,0.537878788,0.483333333,0.722222222,0.666666667,0.347222222,0.436429513,0,0,1.607323232,1.586429513,0.503271029517346,0.496728970482654
131,Crystal Palace,Aston Villa,0.625,0,0.8,0.375,1,0.2,0.625,0.8,0,0.518518519,0.479365079,0.416666667,Crystal Palace,0.518518519,0.426936027,0.416666667,0.5,0.479365079,0.388888889,0,-1,1.414550265,1.315824916,0.518079081161997,0.481920918838003
132,Leicester,Liverpool,0.571428571,0.25,0.636363636,0.428571429,0.75,0.363636364,0.428571429,0.363636364,0.75,0.346560847,0.448412698,0.527777778,Liverpool,0.2996633,0.346560847,0.3,0.527777778,0.315931373,0.448412698,0,-1,0.915594673,1.322751323,0.409049661954049,0.590950338045951
133,Man United,Stoke,0.428571429,0.666666667,0.5,0.571428571,0.333333333,0.5,0.428571429,0.5,0.666666667,0.588383838,0.681944444,0.888888889,Man United,0.588383838,0.523809524,0.888888889,0.333333333,0.681944444,0.666666667,1,1,2.159217171,1.523809524,0.586261613018257,0.413738386981743
134,Swansea,QPR,0.875,1,0.818181818,0.125,0,0.181818182,0.125,0.181818182,0,0.448484849,0.497282609,0.366666667,QPR,0.41025641,0.448484849,0.5,0.366666667,0.358333333,0.497282609,1,1,1.268589743,1.312434125,0.491506397413912,0.508493602586088
135,West Brom,West Ham,0.454545455,0.333333333,0.7,0.545454546,0.666666667,0.3,0.545454546,0.3,0.666666667,0.578042328,0.816666667,0.611111111,West Ham,0.225925926,0.578042328,0,0.611111111,0.378787879,0.816666667,0,-1,0.604713805,2.005820106,0.231643727151721,0.768356272848279
136,Arsenal,Southampton,0.888888889,1,0.692307692,0.111111111,0,0.307692308,0.888888889,0.692307692,1,0.698653199,0.604166667,0.555555556,Arsenal,0.698653199,0.733333333,0.555555556,0.5,0.604166667,0.712044818,1,1,1.858375422,1.945378151,0.488563569204697,0.511436430795303
137,Chelsea,Tottenham,0.8,1,0.142857143,0.2,0,0.857142857,0.2,0.857142857,0,0.598484849,0.55952381,0.555555556,Tottenham,0.703703704,0.598484849,0.722222222,0.555555556,0.794444444,0.55952381,1,1,2.22037037,1.713564215,0.564414664764946,0.435585335235054
138,Everton,Hull,0.833333333,0.5,0.6,0.166666667,0.5,0.4,0.833333333,0.6,0.5,0.757142857,0.537037037,0.555555556,Everton,0.757142857,0.25,0.555555556,0.111111111,0.537037037,0.125,0,0,1.84973545,0.486111111,0.791890820606003,0.208109179393997
139,Sunderland,Man City,0.333333333,0.2,1,0.666666667,0.8,0,0.666666667,0,0.8,0.656410256,0.542857143,0.722222222,Man City,0.396296296,0.656410256,0.5,0.722222222,0.451851852,0.542857143,0,-1,1.348148148,1.921489621,0.412323395815287,0.587676604184713
140,Hull,West Brom,0.4,0.5,0.6,0.6,0.5,0.4,0.4,0.6,0.5,0.222222222,0.216666667,0.277777778,Hull,0.222222222,0.244107744,0.277777778,0.111111111,0.216666667,0.4,0,0,0.716666667,0.755218855,0.486903808949892,0.513096191050108
141,Liverpool,Sunderland,0.666666667,0.5,0.416666667,0.333333333,0.5,0.583333333,0.666666667,0.416666667,0.5,0.341269841,0.430735931,0.666666667,Liverpool,0.341269841,0.407407407,0.666666667,0.4,0.430735931,0.6,0,0,1.438672439,1.407407407,0.505492648430778,0.494507351569222
142,Man City,Everton,0.6,1,0.611111111,0.4,0,0.388888889,0.6,0.611111111,1,0.678632479,0.376190476,0.822222222,Man City,0.678632479,0.575324675,0.822222222,0.5,0.376190476,0.394179894,1,1,1.877045177,1.469504569,0.560889668304964,0.439110331695036
143,Newcastle,Chelsea,0.272727273,0.666666667,0.090909091,0.727272727,0.333333333,0.909090909,0.727272727,0.909090909,0.333333333,0.785185185,0.647619048,0.833333333,Chelsea,0.505555556,0.785185185,0.5,0.833333333,0.553312629,0.647619048,1,1,1.558868185,2.266137566,0.407546625150159,0.592453374849841
144,QPR,Burnley,0.666666667,1,0.214285714,0.333333333,0,0.785714286,0.333333333,0.785714286,0,0.398989899,0.150793651,0.555555556,Burnley,0.356818182,0.398989899,0.2,0.555555556,0.391222003,0.150793651,1,1,0.948040185,1.105339106,0.461697548599656,0.538302451400344
145,Stoke,Arsenal,0.4,0.6,0.25,0.6,0.4,0.75,0.6,0.75,0.4,0.846801347,0.626602564,0.777777778,Arsenal,0.547619048,0.846801347,0.222222222,0.777777778,0.666666667,0.626602564,1,1,1.436507937,2.251181689,0.38954144266153,0.610458557338469
146,Tottenham,Crystal Palace,0.428571429,0.5,0.142857143,0.571428571,0.5,0.857142857,0.571428571,0.857142857,0.5,0.671296296,0.657142857,0.416666667,Crystal Palace,0.498484849,0.671296296,0.444444445,0.416666667,0.678571429,0.657142857,0,0,1.621500723,1.74510582,0.481642479538186,0.518357520461814
147,Aston Villa,Leicester,0.636363636,0.666666667,0.5,0.363636364,0.333333333,0.5,0.636363636,0.5,0.666666667,0.403787879,0.411111111,0.666666667,Aston Villa,0.403787879,0.49013949,0.666666667,0.383333333,0.411111111,0.449621212,1,1,1.481565657,1.323094035,0.528251488487538,0.471748511512462
148,West Ham,Swansea,0.777777778,0.75,0.636363636,0.222222222,0.25,0.363636364,0.222222222,0.363636364,0.25,0.516737892,0.506060606,0.611111111,Swansea,0.574675325,0.516737892,0.666666667,0.611111111,0.627777778,0.506060606,1,1,1.86911977,1.633909609,0.533572393427535,0.466427606572465
149,Southampton,Man United,0.666666667,0.333333333,0.833333333,0.333333333,0.666666667,0.166666667,0.333333333,0.166666667,0.666666667,0.453463204,0.604166667,0.777777778,Man United,0.437037037,0.453463204,0.166666667,0.777777778,0.55970696,0.604166667,0,-1,1.163410664,1.835407649,0.387956368999271,0.612043631000729
150,Arsenal,Newcastle,0.5,0.8,0.6,0.5,0.2,0.4,0.5,0.6,0.8,0.774074074,0.647435897,0.8,Arsenal,0.774074074,0.396464647,0.8,0.388888889,0.647435897,0.351731602,1,1,2.221509971,1.137085138,0.66144024477587,0.33855975522413
151,Burnley,Southampton,0.333333333,1,0.285714286,0.666666667,0,0.714285714,0.333333333,0.285714286,1,0.343434343,0.412698413,0.333333333,Burnley,0.343434343,0.392592593,0.333333333,0.111111111,0.412698413,0.570818071,1,1,1.089466089,1.074521775,0.503452956980169,0.496547043019831
152,Chelsea,Hull,1,1,0.555555556,0,0,0.444444444,0,0.444444444,0,0.272222222,0.333333333,0.333333333,Hull,0.731313131,0.272222222,0.611111111,0.333333333,0.617316017,0.333333333,1,1,1.959740259,0.938888888,0.676092097199904,0.323907902800096
153,Crystal Palace,Stoke,0.5,0.5,0.529411765,0.5,0.5,0.470588235,0.5,0.470588235,0.5,0.514285714,0.416666667,0.311111111,Stoke,0.583994709,0.514285714,0.333333333,0.311111111,0.752380952,0.416666667,0,0,1.669708994,1.242063492,0.57343387988865,0.42656612011135
154,Leicester,Man City,0.2,0,0.8,0.8,1,0.2,0.8,0.2,1,0.622222222,0.346560847,0.933333333,Man City,0.463203463,0.622222222,0.327777778,0.933333333,0.482954546,0.346560847,0,-1,1.273935787,1.902116402,0.40110669195304,0.59889330804696
155,Sunderland,West Ham,0.333333333,0.5,0.428571429,0.666666667,0.5,0.571428571,0.333333333,0.428571429,0.5,0.333333333,0.594444444,0.4,Sunderland,0.333333333,0.691077441,0.4,0.805555556,0.594444444,0.562121212,0,0,1.327777777,2.058754209,0.392075959267198,0.607924040732802
156,West Brom,Aston Villa,0.714285714,1,0.666666667,0.285714286,0,0.333333333,0.714285714,0.666666667,1,0.407070707,0.533333333,0.277777778,West Brom,0.407070707,0.549242424,0.277777778,0.722222222,0.533333333,0.511111111,1,1,1.218181818,1.782575757,0.405958091432961,0.594041908567039
157,Man United,Liverpool,0.4,1,0.222222222,0.6,0,0.777777778,0.6,0.777777778,0,0.507936508,0.426767677,0.75,Liverpool,0.503968254,0.507936508,0.777777778,0.75,0.555555556,0.426767677,1,1,1.837301588,1.684704185,0.521663423179176,0.478336576820824
158,Swansea,Tottenham,0.428571429,0.333333333,0.4375,0.571428571,0.666666667,0.5625,0.428571429,0.4375,0.333333333,0.513888889,0.527272727,0.583333333,Swansea,0.513888889,0.391341991,0.583333333,0.388888889,0.527272727,0.476190476,0,-1,1.624494949,1.256421356,0.563881340870817,0.436118659129183
159,Everton,QPR,0.555555556,0.75,0.111111111,0.444444444,0.25,0.888888889,0.555555556,0.111111111,0.75,0.61976912,0.446031746,0.5,Everton,0.61976912,0.445707071,0.5,0.533333333,0.446031746,0.361201299,1,1,1.565800866,1.340241703,0.538808647437952,0.461191352562048
160,Aston Villa,Man United,0.307692308,0.5,0.25,0.692307692,0.5,0.75,0.307692308,0.25,0.5,0.432359307,0.344444444,0.555555556,Aston Villa,0.432359307,0.387301587,0.555555556,0.777777778,0.344444444,0.296296296,0,0,1.332359307,1.461375661,0.47690970054823,0.52309029945177
161,Hull,Swansea,0.5,0,0.444444444,0.5,1,0.555555556,0.5,0.444444444,0,0.188888889,0.481481482,0.333333333,Hull,0.188888889,0.508597884,0.333333333,0.527777778,0.481481482,0.539772727,0,-1,1.003703704,1.576148389,0.389054747256009,0.610945252743991
162,Man City,Crystal Palace,0.75,1,0.571428571,0.25,0,0.428571429,0.25,0.428571429,0,0.565476191,0.728851541,0.333333333,Crystal Palace,0.688888889,0.565476191,0.933333333,0.333333333,0.27037037,0.728851541,1,1,1.892592592,1.627661065,0.537629607524615,0.462370392475385
163,QPR,West Brom,0.538461539,0.6,0.3125,0.461538462,0.4,0.6875,0.461538462,0.6875,0.4,0.58961039,0.588888889,0.611111111,West Brom,0.412037037,0.58961039,0.416666667,0.611111111,0.428330928,0.588888889,1,1,1.257034632,1.78961039,0.412596355309818,0.587403644690182
164,Southampton,Everton,0.428571429,1,0.4,0.571428571,0,0.6,0.571428571,0.6,0,0.562626263,0.52010582,0.277777778,Everton,0.481481482,0.562626263,0.111111111,0.277777778,0.618437118,0.52010582,1,1,1.211029711,1.360509861,0.470935669894486,0.529064330105514
165,Tottenham,Burnley,0.545454546,0.666666667,0.6,0.454545455,0.333333333,0.4,0.545454546,0.6,0.666666667,0.4,0.520833333,0.388888889,Tottenham,0.4,0.333333333,0.388888889,0.5,0.520833333,0.452380952,1,1,1.309722222,1.285714285,0.504625028763996,0.495374971236004
166,West Ham,Leicester,0.333333333,1,0.692307692,0.666666667,0,0.307692308,0.333333333,0.692307692,1,0.663299663,0.502597403,0.638888889,West Ham,0.663299663,0.378354978,0.638888889,0.194444444,0.502597403,0.645454546,1,1,1.804785955,1.218253968,0.597010294594115,0.402989705405885
167,Liverpool,Arsenal,0.769230769,0.5,0.625,0.230769231,0.5,0.375,0.230769231,0.375,0.5,0.662962963,0.680769231,0.733333333,Arsenal,0.565079365,0.662962963,0.416666667,0.733333333,0.519360269,0.680769231,0,0,1.501106301,2.077065527,0.419517668003953,0.580482331996048
168,Newcastle,Sunderland,0.7,0,0.875,0.3,1,0.125,0.3,0.125,1,0.333333333,0.670634921,0.4,Sunderland,0.47979798,0.333333333,0.455555556,0.4,0.401731602,0.670634921,0,-1,1.337085138,1.403968254,0.487799742209472,0.512200257790528
169,Stoke,Chelsea,0.25,0,0.545454546,0.75,1,0.454545455,0.25,0.545454546,0,0.490476191,0.406862745,0.477777778,Stoke,0.490476191,0.842424242,0.477777778,0.777777778,0.406862745,0.535834536,0,-1,1.375116714,2.156036556,0.38942425005528,0.61057574994472
170,Arsenal,QPR,0.714285714,0.666666667,0.75,0.285714286,0.333333333,0.25,0.285714286,0.25,0.333333333,0.54985755,0.471891534,0.616666667,QPR,0.443589744,0.54985755,0.566666667,0.616666667,0.575,0.471891534,1,1,1.585256411,1.638415751,0.491754847061275,0.508245152938725
171,Burnley,Liverpool,0,0,0.8,1,1,0.2,0,0.8,0,0.373737374,0.490476191,0.444444444,Burnley,0.373737374,0.678632479,0.444444444,0.333333333,0.490476191,0.606481482,0,-1,1.308658009,1.618447294,0.447082654545688,0.552917345454312
172,Chelsea,West Ham,1,1,0.571428571,0,0,0.428571429,0,0.428571429,0,0.592592593,0.633366633,0.75,West Ham,0.825757576,0.592592593,0.777777778,0.75,0.63973064,0.633366633,1,1,2.243265994,1.975959226,0.531677233859538,0.468322766140462
173,Crystal Palace,Southampton,0.4,0.25,0.666666667,0.6,0.75,0.333333333,0.6,0.333333333,0.75,0.587301587,0.649206349,0.444444444,Southampton,0.440476191,0.587301587,0.333333333,0.444444444,0.605042017,0.649206349,0,-1,1.378851541,1.68095238,0.450633954527833,0.549366045472167
174,Everton,Stoke,0.714285714,0,0.75,0.285714286,1,0.25,0.285714286,0.25,1,0.383333333,0.42201426,0.366666667,Stoke,0.596296296,0.383333333,0.416666667,0.366666667,0.366666667,0.42201426,0,-1,1.37962963,1.17201426,0.540682669477048,0.459317330522952
175,Leicester,Tottenham,0.666666667,0.333333333,0.916666667,0.333333333,0.666666667,0.083333333,0.333333333,0.083333333,0.666666667,0.515151515,0.435119048,0.611111111,Tottenham,0.41010101,0.515151515,0.111111111,0.611111111,0.535897436,0.435119048,0,-1,1.057109557,1.561381674,0.403709412689647,0.596290587310353
176,Man United,Newcastle,0.5,0.75,0.444444444,0.5,0.25,0.555555556,0.5,0.555555556,0.25,0.490909091,0.45530303,0.288888889,Newcastle,0.475213675,0.490909091,0.722222222,0.288888889,0.37962963,0.45530303,1,1,1.577065527,1.23510101,0.560800900746939,0.439199099253061
177,Sunderland,Hull,0.375,0.25,0.714285714,0.625,0.75,0.285714286,0.625,0.285714286,0.75,0.3,0.496296296,0.166666667,Hull,0.322222222,0.3,0.666666667,0.166666667,0.378968254,0.496296296,0,-1,1.367857143,0.962962963,0.586856591582877,0.413143408417123
178,Swansea,Aston Villa,0.4,1,1,0.6,0,0,0.4,1,1,0.383597884,0.45223064,0.527777778,Swansea,0.383597884,0.40992341,0.527777778,0.388888889,0.45223064,0.361111111,1,1,1.363606302,1.15992341,0.540356745361752,0.459643254638248
179,West Brom,Man City,0.545454546,0.25,0.625,0.454545455,0.75,0.375,0.545454546,0.625,0.25,0.591941392,0.584722222,0.633333333,West Brom,0.591941392,0.716666667,0.633333333,1,0.584722222,0.460846561,0,-1,1.809996947,2.177513228,0.453916571385301,0.546083428614699
180,Aston Villa,Sunderland,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.336111111,0.422619048,0.583333333,Sunderland,0.397802198,0.336111111,0.166666667,0.583333333,0.194444444,0.422619048,0,0,0.758913309,1.342063492,0.3612192712641,0.6387807287359
181,Hull,Leicester,0.714285714,0,0.875,0.285714286,1,0.125,0.714285714,0.875,0,0.375,0.391534392,0.25,Hull,0.375,0.511111111,0.25,0.111111111,0.391534392,0.674786325,0,-1,1.016534392,1.297008547,0.439384277189765,0.560615722810235
182,Man City,Burnley,0.666666667,0.5,0.769230769,0.333333333,0.5,0.230769231,0.666666667,0.769230769,0.5,0.668181818,0.382142857,0.916666667,Man City,0.668181818,0.262626263,0.916666667,0.444444444,0.382142857,0.495238095,0,0,1.966991342,1.202308802,0.620639022064172,0.379360977935828
183,Newcastle,Everton,0.75,0.6,0.727272727,0.25,0.4,0.272727273,0.25,0.272727273,0.4,0.508994709,0.366666667,0.25,Everton,0.566666667,0.508994709,0.15,0.25,0.610185185,0.366666667,1,1,1.326851852,1.125661376,0.541017205066019,0.458982794933981
184,QPR,Crystal Palace,0.5,0.5,0.692307692,0.5,0.5,0.307692308,0.5,0.307692308,0.5,0.383333333,0.541549953,0.25,Crystal Palace,0.422873423,0.383333333,0.394444444,0.25,0.483796296,0.541549953,0,0,1.301114163,1.174883286,0.525490914187125,0.474509085812875
185,Southampton,Chelsea,0.5,0.5,0.4,0.5,0.5,0.6,0.5,0.6,0.5,0.916666667,0.527176527,1,Chelsea,0.565079365,0.916666667,0.583333333,1,0.482539683,0.527176527,0,0,1.630952381,2.443843194,0.400253792118148,0.599746207881852
186,Stoke,West Brom,0.428571429,1,0.625,0.571428571,0,0.375,0.428571429,0.625,1,0.345238095,0.42201426,0.5,Stoke,0.345238095,0.573759574,0.5,0.55,0.42201426,0.659722222,1,1,1.267252355,1.783481796,0.415392588234739,0.584607411765261
187,Tottenham,Man United,0.444444444,0.5,0.333333333,0.555555556,0.5,0.666666667,0.444444444,0.333333333,0.5,0.483405483,0.415277778,0.666666667,Tottenham,0.483405483,0.530769231,0.666666667,0.75,0.415277778,0.472222222,0,0,1.565349928,1.752991453,0.471726609252082,0.528273390747918
188,West Ham,Arsenal,0.363636364,0.333333333,0.466666667,0.636363636,0.666666667,0.533333333,0.363636364,0.466666667,0.333333333,0.333333333,0.564102564,0.5,West Ham,0.333333333,0.481684982,0.5,0.655555556,0.564102564,0.575,0,-1,1.397435897,1.712240538,0.449383055185933,0.550616944814067
189,Liverpool,Swansea,0.733333333,0.8,0.666666667,0.266666667,0.2,0.333333333,0.266666667,0.333333333,0.2,0.442857143,0.664351852,0.777777778,Swansea,0.78974359,0.442857143,0.5,0.777777778,0.534259259,0.664351852,1,1,1.824002849,1.884986773,0.491778903392143,0.508221096607857
190,Aston Villa,Crystal Palace,1,0.5,0.714285714,0,0.5,0.285714286,1,0.714285714,0.5,0.469230769,0.25,0.333333333,Aston Villa,0.469230769,0.383333333,0.333333333,0.25,0.25,0.467643468,0,0,1.052564102,1.100976801,0.48875974472262,0.51124025527738
191,Hull,Everton,0.625,1,0.333333333,0.375,0,0.666666667,0.625,0.333333333,1,0.613095238,0.53505291,0.25,Hull,0.613095238,0.613756614,0.25,0.25,0.53505291,0.487037037,1,1,1.398148148,1.350793651,0.508613222916765,0.491386777083235
192,Liverpool,Leicester,0.666666667,0.5,0.444444444,0.333333333,0.5,0.555555556,0.666666667,0.444444444,0.5,0.834188034,0.497222222,0.766666667,Liverpool,0.834188034,0.53968254,0.766666667,0.444444444,0.497222222,0.449786325,0,0,2.098076923,1.433913309,0.594021156681387,0.405978843318613
193,Man City,Sunderland,0.75,0.6,0.714285714,0.25,0.4,0.285714286,0.25,0.285714286,0.4,0.391666667,0.446428571,0.583333333,Sunderland,0.623737374,0.391666667,0.75,0.583333333,0.571886447,0.446428571,1,1,1.945623821,1.421428571,0.577841861214496,0.422158138785504
194,Newcastle,Burnley,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.262626263,0.476923077,0.277777778,Burnley,0.65,0.262626263,0.283333333,0.277777778,0.719276094,0.476923077,0,0,1.652609427,1.017327118,0.618969551952404,0.381030448047596
195,QPR,Swansea,0.5,0.5,0.307692308,0.5,0.5,0.692307692,0.5,0.692307692,0.5,0.388888889,0.62962963,0.733333333,Swansea,0.441391941,0.388888889,0.477777778,0.733333333,0.418269231,0.62962963,0,0,1.33743895,1.751851852,0.432927502044853,0.567072497955147
196,Southampton,Arsenal,0.5,1,0.222222222,0.5,0,0.777777778,0.5,0.222222222,1,0.50952381,0.377777778,0.75,Southampton,0.50952381,0.527139527,0.75,0.611111111,0.377777778,0.552777778,1,1,1.637301588,1.691028416,0.491928861030091,0.508071138969908
197,Stoke,Man United,0.5,0.5,0.611111111,0.5,0.5,0.388888889,0.5,0.611111111,0.5,0.321428571,0.473484849,0.666666667,Stoke,0.321428571,0.582621083,0.666666667,0.583333333,0.473484849,0.62037037,0,0,1.461580087,1.786324786,0.45000704889795,0.54999295110205
198,Tottenham,Chelsea,0.533333333,0.625,0.625,0.466666667,0.375,0.375,0.533333333,0.625,0.625,0.441077441,0.338888889,0.611111111,Tottenham,0.441077441,0.75,0.611111111,0.833333333,0.338888889,0.541991342,1,1,1.391077441,2.125324675,0.395596804663053,0.604403195336946
199,West Ham,West Brom,0.5,0.5,0,0.5,0.5,1,0.5,0,0.5,0.232323232,0.529181929,0.444444444,West Ham,0.232323232,0.526140526,0.444444444,0.216666667,0.529181929,0.5625,0,0,1.205949605,1.305307193,0.480217557185086,0.519782442814914
200,Burnley,QPR,0.5,0.666666667,0.625,0.5,0.333333333,0.375,0.5,0.625,0.666666667,0.277777778,0.51025641,0.333333333,Burnley,0.277777778,0.428571429,0.333333333,0.444444444,0.51025641,0.416666667,1,1,1.121367521,1.28968254,0.465095079998009,0.534904920001991
